include,source,title,authors,url,doi
NO,zenodo,Supplementary material 2 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.suppl2
NO,zenodo,"Supplementary material 2 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.suppl2
NO,zenodo,"Supplementary material 2 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.suppl2
NO,zenodo,"Supplementary material 2 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl2
NO,zenodo,Supplementary material 2 from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.suppl2
NO,zenodo,"Supplementary material 2 from: Runnel V, Wetzel F, Groom Q, Koch W, Pe'er I, Valland N, Panteri E, Kõljalg U (2016) Summary report and strategy recommendations for EU citizen science gateway for biodiversity data. Research Ideas and Outcomes 2: e11563. https://doi.org/10.3897/rio.2.e11563","- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563.suppl2
NO,zenodo,"Supplementary material 2 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.suppl2
NO,zenodo,"Supplementary material 3 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.suppl3
NO,zenodo,"Supplementary material 3 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl3
NO,zenodo,"Supplementary material 3 from: Runnel V, Wetzel F, Groom Q, Koch W, Pe'er I, Valland N, Panteri E, Kõljalg U (2016) Summary report and strategy recommendations for EU citizen science gateway for biodiversity data. Research Ideas and Outcomes 2: e11563. https://doi.org/10.3897/rio.2.e11563","- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563.suppl3
NO,zenodo,"Supplementary material 3 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.suppl3
NO,zenodo,"Supplementary material 4 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl4
NO,zenodo,"Supplementary material 5 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl5
NO,zenodo,"Supplementary material 6 from: de Jong Y, Kouwenberg J, Boumans L, Hussey C, Hyam R, Nicolson N, Kirk P, Paton A, Michel E, Guiry M, Boegh P, Pedersen H, Enghoff H, von Raab-Straube E, Güntsch A, Geoffroy M, Müller A, Kohlbecker A, Berendsohn W, Appeltans W, Arvanitidis C, Vanhoorne B, Declerck J, Vandepitte L, Hernandez F, Nash R, Costello M, Ouvrard D, Bezard-Falgas P, Bourgoin T, Wetzel F, Glöckler F, Korb G, Ring C, Hagedorn G, Häuser C, Aktaç N, Asan A, Ardelean A, Borges P, Dhora D, Khachatryan H, Malicky M, Ibrahimov S, Tuzikov A, De Wever A, Moncheva S, Spassov N, Chobot K, Popov A, Boršić I, Sfenthourakis S, Kõljalg U, Uotila P, Olivier G, Dauvin J, Tarkhnishvili D, Chaladze G, Tuerkay M, Legakis A, Peregovits L, Gudmundsson G, Ólafsson E, Lysaght L, Galil B, Raimondo F, Domina G, Stoch F, Minelli A, Spungis V, Budrys E, Olenin S, Turpel A, Walisch T, Krpach V, Gambin M, Ungureanu L, Karaman G, Kleukers R, Stur E, Aagaard K, Valland N, Moen T, Bogdanowicz W, Tykarski P, Węsławski J, Kędra M, M. de Frias Martins A, Abreu A, Silva R, Medvedev S, Ryss A, Šimić S, Marhold K, Stloukal E, Tome D, Ramos M, Valdés B, Pina F, Kullander S, Telenius A, Gonseth Y, Tschudin P, Sergeyeva O, Vladymyrov V, Rizun V, Raper C, Lear D, Stoev P, Penev L, Rubio A, Backeljau T, Saarenmaa H, Ulenberg S (2015) PESI - a taxonomic backbone for Europe. Biodiversity Data Journal 3: e5848. https://doi.org/10.3897/BDJ.3.e5848","- de Jong, Yde
- Kouwenberg, Juliana
- Boumans, Louis
- Hussey, Charles
- Hyam, Roger
- Nicolson, Nicola
- Kirk, Paul
- Paton, Alan
- Michel, Ellinor
- Guiry, Michael
- Boegh, Phillip
- Pedersen, Henrik
- Enghoff, Henrik
- von Raab-Straube, Eckhard
- Güntsch, Anton
- Geoffroy, Marc
- Müller, Andreas
- Kohlbecker, Andreas
- Berendsohn, Walter
- Appeltans, Ward
- Arvanitidis, Christos
- Vanhoorne, Bart
- Declerck, Joram
- Vandepitte, Leen
- Hernandez, Francisco
- Nash, Róisín
- Costello, Mark
- Ouvrard, David
- Bezard-Falgas, Pascale
- Bourgoin, Thierry
- Wetzel, Florian
- Glöckler, Falko
- Korb, Günther
- Ring, Caroline
- Hagedorn, Gregor
- Häuser, Christoph
- Aktaç, Nihat
- Asan, Ahmet
- Ardelean, Adorian
- Borges, Paulo
- Dhora, Dhimiter
- Khachatryan, Hasmik
- Malicky, Michael
- Ibrahimov, Shaig
- Tuzikov, Alexander
- De Wever, Aaike
- Moncheva, Snejana
- Spassov, Nikolai
- Chobot, Karel
- Popov, Alexi
- Boršić, Igor
- Sfenthourakis, Spyros
- Kõljalg, Urmas
- Uotila, Pertti
- Olivier, Gargominy
- Dauvin, Jean-Claude
- Tarkhnishvili, David
- Chaladze, Giorgi
- Tuerkay, Michael
- Legakis, Anastasios
- Peregovits, László
- Gudmundsson, Gudmundur
- Ólafsson, Erling
- Lysaght, Liam
- Galil, Bella
- Raimondo, Francesco
- Domina, Gianniantonio
- Stoch, Fabio
- Minelli, Alessandro
- Spungis, Voldermars
- Budrys, Eduardas
- Olenin, Sergej
- Turpel, Armand
- Walisch, Tania
- Krpach, Vladimir
- Gambin, Marie
- Ungureanu, Laurentia
- Karaman, Gordan
- Kleukers, Roy
- Stur, Elisabeth
- Aagaard, Kaare
- Valland, Nils
- Moen, Toril
- Bogdanowicz, Wieslaw
- Tykarski, Piotr
- Węsławski, Jan
- Kędra, Monika
- M. de Frias Martins, Antonio
- Abreu, António
- Silva, Ricardo
- Medvedev, Sergei
- Ryss, Alexander
- Šimić, Smiljka
- Marhold, Karol
- Stloukal, Eduard
- Tome, Davorin
- Ramos, Marian
- Valdés, Benito
- Pina, Francisco
- Kullander, Sven
- Telenius, Anders
- Gonseth, Yves
- Tschudin, Pascal
- Sergeyeva, Oleksandra
- Vladymyrov, Volodymyr
- Rizun, Volodymyr
- Raper, Chris
- Lear, Dan
- Stoev, Pavel
- Penev, Lyubomir
- Rubio, Ana
- Backeljau, Thierry
- Saarenmaa, Hannu
- Ulenberg, Sandrine",,10.3897/BDJ.3.e5848.suppl6
NO,zenodo,"Supplementary material 6 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl6
NO,zenodo,"Supplementary material 7 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl7
NO,zenodo,"Supplementary material 8 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl8
NO,zenodo,"Supplementary material 9 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl9
NO,google scholar,Supporting the collection and curation of biological observation metadata= Apoio à coleta e curadoria de metadados de observações biológicas,DC Cugler,http://repositorio.unicamp.br/handle/REPOSIP/275520,
NO,google scholar,Sustainability and Resilience in the Collaborative Economy: An Introduction to the Cloughjordan Ecovillage,V Papadimitropoulos,http://article.journalofppa.org/pdf/10.11648.j.jppa.20180204.12.pdf,
NO,google scholar,Sustainable making? Balancing optimism and criticism in HCI discourse,D Roedl and S Bardzell and J Bardzell,https://dl.acm.org/citation.cfm?id=2699742,
NO,google scholar,Sustainable technologies and transdisciplinary futures: from collaborative design to digital fabrication,S Nascimento and A Pólvora and A Paio and S Oliveira…,https://www.tandfonline.com/doi/abs/10.1080/09505431.2016.1193131,
NO,google scholar,System+ Method: the datafication of self-knowledge contextualised through contemporary art practice,M Woulahan,https://researchbank.rmit.edu.au/view/rmit:161471,
NO,google scholar,Tapping the crowds for research funding,K Weigmann,https://www.embopress.org/doi/full/10.1038/embor.2013.180,
NO,zenodo,TAU Young People projects – WYRED Cycle 2,"- Hauptman, A.",,10.5281/zenodo.1491211
NO,zenodo,Taxonomic bias in biodiversity data and societal preferences,"- Julien Troudet
- Philippe Grandcolas
- Amandine Blin
- RégineVignes-Lebbe
- Frédéric Legendre",,10.1038/s41598-017-09084-6
NO,zenodo,"Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938
NO,google scholar,Technological Paradigms and Digital Eras,G Chiesa,https://link.springer.com/content/pdf/10.1007/978-3-030-26199-3.pdf,
NO,google scholar,Technological Paradigms and Digital Eras: Data-driven Visions for Building Design,G Chiesa,https://books.google.com/books?hl=es&lr=&id=xAilDwAAQBAJ&oi=fnd&pg=PR7&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=a_qtO5CRKz&sig=tud-55BlUu9JMmonCHDad_1UhwU,
NO,google scholar,Technologies for children,M Fleer,https://books.google.com/books?hl=es&lr=&id=CiX-CwAAQBAJ&oi=fnd&pg=PA1&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=9j_fgVjrKD&sig=Kb9SU3Qp1CeolsHrfhRtYFI79uw,
NO,google scholar,Technology against technocracy: toward design strategies for critical community technology,MM Wagoner,https://dspace.mit.edu/handle/1721.1/111297,
NO,google scholar,Technology Enabled Social Responsibility Projects and an Empirical Test of CSR's Impact on Firm Performance,E Napier,https://scholarworks.gsu.edu/marketing_diss/50/,
NO,google scholar,"Technology, Social Innovation, and Social Entrepreneurship in the Quadruple Helix",S Eaves,https://www.igi-global.com/chapter/technology-social-innovation-and-social-entrepreneurship-in-the-quadruple-helix/112712,
SI,scopus,"Testing a grassroots citizen science venture using open design, ""the Bee Lab Project""","Phillips R.D., Brown M.A., Blum J.M., Baurley S.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900529048&doi=10.1145%2f2559206.2581134&partnerID=40&md5=a92595a630bf7d7cb3a4c3b025c39200,10.1145/2559206.2581134
